BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.722402437052434,0.5078977642368175,-0.09118867748185061,-0.2835498655488647,0.29398160516221794,-0.455557249727045,1.061806492754575,0.15121754642834606,0.973791160193718,-0.6898585929177502,-0.47487722517783515,-0.025019276859236685,-0.5783209883005791,-0.49513188482307474,-0.3916912125331443,0.5051279759743469,0.3614903665712796
-0.7056111836739779,0.5078977642368175,-0.4450862347949186,-0.3789272868284177,-0.3601375815482339,-0.455557249727045,0.23256187787889337,-0.6900303994941103,0.5560936652002711,-0.6898585929177502,-0.47487722517783515,-0.3238843587955109,-0.8521925211387935,-0.5749562379525026,0.012933756971139555,-0.5317119976116846,0.3614903665712796
-0.7095863016005384,-0.9305062811792765,-0.4750931970930357,-0.3789272868284177,-0.430056722317284,-0.455557249727045,-0.7210666927263842,-0.6900303994941103,-0.6552258122467798,-0.6898585929177502,-0.47487722517783515,-0.5373594173214211,-0.9891282875579007,-0.4420357103710176,-0.37902922406193257,-0.5317119976116846,-1.1343318399305695
-0.7382875503393289,-0.4510382660405781,-0.2612248574937922,-0.3789272868284177,0.06827731076212677,-0.455557249727045,0.27402485494133816,-0.6900303994941103,0.3472461707935266,-0.6898585929177502,-0.47487722517783515,-0.36657937050069295,-0.9891282875579007,-0.43249308788205365,-0.3976558401602469,2.3483978880828764,-1.1343318399305695
-0.6832086519408676,-1.671500125175377,-0.196910196809019,0.005039787565918257,-0.468242274000381,-0.455557249727045,-1.0113025567057596,-0.40961553918388605,-0.9058438080068563,-0.6898585929177502,-0.47487722517783515,-0.5800544290266031,-0.8521925211387935,-0.38047723575315384,-0.41876046299014236,-0.5317119976116846,0.3614903665712796
-0.546004908095784,0.5078977642368175,2.9059432436537396,2.9377227067286973,1.5192481971698495,-0.455557249727045,0.8544940951712199,1.2728803526610266,0.3472461707935266,-0.6898585929177502,-0.47487722517783515,0.8288809572444041,1.3387797415669218,1.363963546274295,-0.33016153880466087,1.6676467788919866,0.3614903665712796
4.916175445766785,0.5078977642368175,0.08555881101528824,0.2814000893612415,-0.3040832965730465,0.5460429551826215,0.6471841853167342,1.2728803526610266,0.138398676386782,2.096356042118982,1.0058889499018737,0.18845578166667348,2.5712016393388866,0.4075777714826697,1.2712415548703762,-0.5317119976116846,0.3614903665712796
-0.7580998576225074,-2.543264075620406,-0.49148116177744583,-0.3789272868284177,-0.468242274000381,-0.3722155203468055,-1.2186124665602454,-0.6900303994941103,-0.9058438080068563,-0.2556435112121818,-0.34026211835240705,-0.6227494407317852,0.7910366758904929,-0.37193791588807923,-0.43043936695475843,2.9244212476750873,-0.386420736679645
1.0641700633984805,0.5078977642368175,-0.49148116177744583,-0.3789272868284177,-0.468242274000381,0.35470727743768093,-1.2186124665602454,-0.6900303994941103,-0.9058438080068563,1.3002974471774447,0.1981983089493053,-0.6227494407317852,0.7910366758904929,-0.2804614167511196,0.02784479968304143,-0.5317119976116846,0.3614903665712796
-0.5839426068712924,0.02842974909811972,-0.281795729880754,-0.3469300306288897,-0.03685307269133688,-0.09858560990987228,1.02034351569213,-0.35353122112512775,1.0991001580737565,1.6983267446482135,0.3328134157747334,0.4446258518977657,-0.9891282875579007,-0.501641272726833,-0.2750309762479256,-0.5317119976116846,-1.1343318399305695
0.8770028226316833,0.5078977642368175,-0.39329084012130355,-0.2509382620303057,-0.468242274000381,-0.4077567228041357,-1.0113025567057596,-0.40961553918388605,-0.9058438080068563,-0.2918292954469813,-0.34026211835240705,-0.5800544290266031,-0.3044494554623647,-0.15993062472207592,1.450516664104547,-0.5317119976116846,0.3614903665712796
-0.24369099243018402,0.5078977642368175,0.2898044990922298,0.6394621851364396,-0.468242274000381,-0.25804037874754043,0.4398742754622484,1.5532985779630346,-0.9058438080068563,0.10620477839446278,-0.20564701152697898,-0.19579932367996483,-0.4413852218814719,-0.37724108530545475,-0.3341545179478475,-0.5317119976116846,0.3614903665712796
-0.7299722691684696,-2.1073844977379674,-0.306358038843038,-0.13762317892529727,-0.468242274000381,-0.29343896544206094,-0.596680249267919,0.15121754642834606,-0.9058438080068563,-0.2918292954469813,-0.20564701152697898,-0.2811893470903289,-0.8521925211387935,-0.0816094449711681,-0.37407905812704273,0.3323213137100083,0.3614903665712796
-0.7566565609229803,0.5078977642368175,-0.36574354538067283,-0.3789272868284177,-0.17526139798006996,-0.455557249727045,1.061806492754575,-0.6900303994941103,1.3914886551871648,-0.6898585929177502,-0.47487722517783515,-0.1531043119747828,-0.5783209883005791,-0.522648324193881,-0.3672852829861854,2.3483978880828764,0.3614903665712796
0.18631407851583814,0.5078977642368175,-0.4546597911563925,-0.3789272868284177,-0.3824448990383595,0.10451347400887755,-0.596680249267919,-0.6900303994941103,-0.48814631301340944,0.10620477839446278,0.06358320212387719,-0.4946644056162391,-0.5783209883005791,-0.46307248279121976,-0.18327988136872062,-0.5317119976116846,0.3614903665712796
0.41585939387244736,0.5078977642368175,0.5872769880655958,0.9420986337228155,-0.3160949290677295,-0.455557249727045,0.8544940951712199,1.8337134382732587,-0.07045132419992026,-0.6898585929177502,-0.47487722517783515,1.0850510274754963,-0.1127393824756146,-0.35075824297358327,-0.01718403752110186,-0.5317119976116846,0.3614903665712796
0.434230011831959,0.5078977642368175,0.01947181502462173,-0.3789272868284177,0.7223278595726091,-0.455557249727045,1.2691164026090607,-0.6900303994941103,1.6003361495939095,-0.6898585929177502,-0.47487722517783515,0.5727108870133119,-0.5783209883005791,-0.012282449546132347,1.2138424125641114,-0.5317119976116846,0.3614903665712796
-0.5381066621118776,0.07201818635437857,-0.016618037700093357,-0.0042394167319448625,-0.03155651474368142,2.5066767684943376,-0.596680249267919,-0.12919731388187813,-0.48814631301340944,2.4943901159604263,2.0828098045052985,0.01767573484594535,-0.8795796744226149,2.61643632781457,-0.3401578604184855,1.4432227666092898,0.3614903665712796
0.309403994997802,0.5078977642368175,-0.4299551062277071,-0.2987293638899207,-0.468242274000381,-0.2641877393089191,-1.0113025567057596,-0.40961553918388605,-0.9058438080068563,-0.2918292954469813,-0.34026211835240705,-0.5800544290266031,-0.4413852218814719,-0.39208871235961046,-0.10771825807505103,-0.5317119976116846,0.3614903665712796
-0.6304317361711623,0.5078977642368175,-0.4751079256412841,-0.3789272868284177,-0.4300910412672687,-0.455557249727045,-1.0113025567057596,-0.6900303994941103,-0.6969963136001117,-0.6898585929177502,-0.47487722517783515,-0.5800544290266031,0.3802293766331713,-0.42663840056007896,-0.36683510889097826,-0.5317119976116846,0.3614903665712796
-0.7532958828437439,0.5078977642368175,-0.3321182697295269,-0.3789272868284177,-0.09691123516475192,-0.455557249727045,1.2691164026090607,-0.6900303994941103,1.6003361495939095,-0.6898585929177502,-0.47487722517783515,-0.11040930026960076,-0.4413852218814719,-0.5096316779391907,-0.36460368505430757,2.3483978880828764,0.3614903665712796
-0.41503954338753635,0.5078977642368175,-0.49148116177744583,-0.3789272868284177,-0.468242274000381,-0.439010266892388,-1.2186124665602454,-0.6900303994941103,-0.9058438080068563,-0.2918292954469813,-0.34026211835240705,-0.6227494407317852,-0.9343539809902578,-0.179350830046462,-0.3325002838592377,-0.5317119976116846,0.3614903665712796
1.3893566145621583,0.5078977642368175,-0.3029557441976527,-0.24517875591439067,-0.26804839908899747,-0.42288368445423474,1.2691164026090607,-0.40961553918388605,1.3914886551871648,-0.2918292954469813,-0.34026211835240705,-0.06771428856441872,0.10635784379495693,-0.31452510820745866,0.6763544856767157,-0.5317119976116846,0.3614903665712796
-0.7568804473856466,-1.235620547292938,-0.3382551648330358,-0.3789272868284177,-0.11121079765842218,-0.455557249727045,0.23256187787889337,-0.6900303994941103,0.5560936652002711,-0.6898585929177502,-0.47487722517783515,-0.3238843587955109,-0.7152567547196863,-0.44792211355402733,-0.38055335204487567,2.9244212476750873,0.3614903665712796
-0.38579653203495284,0.5078977642368175,0.9127975424200386,1.179863845090268,0.017370868284660685,-0.455557249727045,0.4398742754622484,0.7120506320405783,0.138398676386782,-0.6898585929177502,-0.47487722517783515,0.5727108870133119,-0.030577922624150277,0.08487046142411565,-0.3316807136727338,-0.5317119976116846,0.3614903665712796
-0.03402308830402035,0.5078977642368175,0.013005982343564726,0.214666611831506,-0.35384577405101897,-0.455557249727045,-0.18205794183007817,0.4316324067385703,-0.6969963136001117,-0.6898585929177502,-0.47487722517783515,-0.06771428856441872,0.3802293766331713,-0.5097501372365266,-0.21397619464357207,-0.5317119976116846,0.3614903665712796
-0.7628447993378312,-0.9305062811792765,-0.44657872768409196,-0.3203979057882411,-0.468242274000381,-0.455557249727045,-0.7210666927263842,-0.01703204275614517,-0.9058438080068563,-0.6898585929177502,-0.47487722517783515,-0.5373594173214211,-0.8521925211387935,-0.5943545816119783,-0.4362199680454619,-0.5317119976116846,-1.1343318399305695
-0.70502636248184,0.5078977642368175,0.3620283901864053,0.024878086409625615,0.7986760836388134,-0.455557249727045,1.2691164026090607,-0.40961553918388605,1.6003361495939095,-0.6898585929177502,-0.47487722517783515,0.786185945539222,-0.7152567547196863,0.05142899530498641,-0.3680866936160254,2.0603879363533943,0.3614903665712796
1.84557621596758,0.5078977642368175,-0.49148116177744583,-0.3789272868284177,-0.468242274000381,1.7186751557507296,-1.2186124665602454,-0.6900303994941103,-0.9058438080068563,0.10620477839446278,0.3328134157747334,-0.6227494407317852,1.2018439751478145,2.879718693339693,0.6092120244030178,-0.24370204588220207,0.3614903665712796
